timestamp,ip_address,user_agent,url_path,http_method,response_code,bytes_sent,referrer,session_id,country_code
2025-04-01T22:47:52.655973,20.82.195.167,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/profile,GET,200,1278,https://www.wilkins-washington.info/posts/privacy/,1eac948e-c0f1-48de-b5e2-1e7af935da9d,AR
2025-04-01T13:48:37.531459,234.105.95.150,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/item/10106,GET,200,1485,https://listado.mercadolibre.com/ar/,936ea7dc-8ed2-4e08-bf6e-c4cefc6ec620,CL
2025-04-01T00:54:38.665154,192.168.0.37,curl/7.68.0,/item/10180,GET,200,8037,,630b4602-2365-4b49-9671-afd60bfa6021,??
2025-04-01T09:25:34.087876,94.224.52.91,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7; rv:85.0) Gecko/20100101 Firefox/85.0,/item/10182,GET,200,5856,https://www.mercadolibre.com/,0bfca3d3-b5cc-4cf7-9cf1-d49724d8938b,AR
2025-04-01T04:21:11.270121,192.168.0.21,Go-http-client/1.1,/item/10066,GET,200,1311,,d8cc47d6-bf92-4b94-bf09-616783effcc5,??
2025-04-01T03:33:40.485906,41.80.234.214,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,GET,200,2796,http://welch-young.net/,60a444b8-4f52-4f21-a296-37607a728c7a,BR
2025-04-04T07:43:42.607528,161.116.228.157,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/category/electronics,GET,200,8489,http://edwards.com/,55aae420-746c-49ad-bbf6-5436208e5f67,AR
2025-04-02T02:14:25.037188,207.151.83.140,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/home,GET,200,1096,http://gates.com/homepage.html,176e41ba-0553-44bf-8011-a855a39dd938,US
2025-04-01T00:05:21.942129,192.168.0.226,curl/7.68.0,/item/10105,GET,200,1983,,6f1c1120-57f0-41cd-bc95-6248a0d01706,??
2025-04-02T00:29:09.094335,102.196.0.8,Mozilla/5.0 (Linux; Android 11; Pixel 5),/checkout,GET,200,8283,https://www.hines.com/index.php,25df9819-2d59-4b99-ab72-b3a290749701,BR
2025-04-02T13:21:32.905758,149.113.35.104,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search?q=notebook,GET,301,9250,http://lindsey-wilson.com/main/,64f1ade7-208d-4244-8f06-ae4aa9e4cda3,AR
2025-04-01T03:18:57.384442,88.117.18.79,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7; rv:85.0) Gecko/20100101 Firefox/85.0,/item/10117,GET,200,7625,https://www.mercadolibre.com/,a20efffd-fa69-43f5-b0c8-a37f39bf2a7f,BR
2025-04-01T08:18:48.353133,157.53.157.255,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/checkout,GET,200,3167,http://www.obrien.com/search.asp,d08d2a30-ba39-4d6f-bbd3-bfcb2e865d50,US
2025-04-01T14:52:05.224887,189.215.124.154,Mozilla/5.0 (Linux; Android 11; Pixel 5),/cart,GET,200,1083,http://cameron.net/search.php,67abd7f0-9c66-4583-adbe-ee8ea929847b,UY
2025-04-01T04:07:54.857067,192.168.0.172,curl/7.68.0,/item/10141,GET,200,6411,,0e2e963a-c5d6-4c51-8fd8-48ea8ffdda46,??
2025-04-04T02:50:15.617327,83.63.211.35,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/orders,GET,200,13275,http://www.may-choi.info/about/,b43b661b-4c71-4bed-983c-f2dbe5a334f3,UY
2025-04-03T05:02:13.185916,200.154.148.83,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,GET,404,5833,https://hughes-curtis.com/search.html,c0ec0daf-a773-4a42-8d37-48a3175e22ae,AR
2025-04-02T20:24:23.080227,59.116.171.24,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/home,GET,200,4504,http://www.byrd-martinez.info/,d357bbb0-0956-4a0c-af3b-aeef751c61ca,AR
2025-04-02T14:58:53.859811,35.17.248.32,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/profile,GET,200,13562,http://www.walters.net/tag/terms/,7c252799-0fdc-4f4d-a3a4-da6cf6756ddf,AR
2025-04-04T00:59:35.321470,146.162.2.234,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/cart,GET,200,3466,http://www.gibson.com/list/post.html,a919739a-60a7-4201-b217-c812c0c22cf2,CL
2025-04-01T03:16:29.321529,192.168.0.195,Go-http-client/1.1,/item/10195,GET,200,5238,,b8e1f180-5a99-40de-93f2-f3a2e864f8d5,??
2025-04-02T12:17:52.379125,216.99.22.204,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/checkout,GET,200,1502,http://clark-morgan.com/author.htm,77dafc7d-a40b-451f-8077-c41f5136aebd,AR
2025-04-03T19:15:12.148948,143.71.234.237,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/cart,GET,200,3023,http://castillo.com/register.html,260fe8a7-900a-4963-80ac-26121c27ff42,CL
2025-04-02T08:41:43.888780,33.145.118.83,Mozilla/5.0 (Linux; Android 11; Pixel 5),/checkout,GET,200,1999,https://alexander-cook.com/,2e79ac78-a28e-4b44-bb30-c89a9c4b25bf,CL
2025-04-04T02:25:56.995425,43.189.250.189,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/orders,GET,200,4244,https://meyers.org/list/search/main/faq/,fc5ef492-ce46-4ee4-918e-04b1f20f87fd,CL
2025-04-04T20:38:51.377373,155.139.106.236,Mozilla/5.0 (Linux; Android 11; Pixel 5),/orders,GET,200,6950,http://www.knapp.com/list/app/app/index/,6f67390c-0b77-4e5f-aa17-baad9194bcdd,AR
2025-04-01T04:38:07.324258,192.168.0.218,Go-http-client/1.1,/item/10186,GET,200,2799,,927b3931-a2ae-45d2-a4ab-23353cc7fb8e,??
2025-04-01T01:18:54.346327,192.168.0.124,Go-http-client/1.1,/item/10181,GET,200,12641,,802cc506-db64-4656-b51e-1890b2ab214f,??
2025-04-04T05:43:48.007854,235.65.132.218,Mozilla/5.0 (Linux; Android 11; Pixel 5),/search?q=notebook,GET,200,2893,https://carter.biz/about/,35631424-9843-4ada-acb1-0636bb6a747f,UY
2025-04-04T01:49:35.427069,131.54.32.88,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/profile,GET,200,4225,https://www.khan-wilson.net/list/login/,8a78fc5b-3dab-4a8d-8cd7-5a60b4c1a4c1,CL
2025-04-04T02:53:59.021102,117.123.166.210,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/search?q=notebook,GET,200,2558,http://www.molina.org/search/app/search/about/,330c98ad-a217-4698-8a9e-9a2cc0d5861d,CL
2025-04-01T01:57:47.420521,192.168.0.85,python-requests/2.25.1,/item/10058,GET,200,20653,,b4bb2cfa-b8eb-4ec1-9f8f-33a76820b974,??
2025-04-01T02:11:10.875547,192.168.0.87,Scrapy/2.5.0 (+https://scrapy.org),/item/10064,GET,200,2027,,cc5bc3d7-5610-473d-88bc-ea3f4d2deea1,??
2025-04-01T12:02:41.241552,246.92.152.33,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/item/10102,GET,200,1751,https://dodson-casey.biz/tags/terms/,b74652b7-6653-41e0-8b75-6a482f6068a8,UY
2025-04-03T00:51:42.406838,216.75.51.137,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/home,GET,200,2245,http://knapp-ramirez.net/home.php,96ea925f-5b1d-493b-927f-f9c9ab261969,AR
2025-04-01T00:42:48.325349,156.86.179.226,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/search?q=notebook,GET,200,1413,http://www.washington.com/explore/register.php,ad463549-bf41-43cb-b2e1-5f176b47ed61,BR
2025-04-01T04:13:49.496979,192.168.0.160,Go-http-client/1.1,/item/10198,POST,200,13621,,bot-session-1511,??
2025-04-01T04:55:55.944594,192.168.0.211,Go-http-client/1.1,/item/10078,GET,301,8837,,a166b0b8-ce24-4569-8fde-38e59c9eb456,??
2025-04-01T03:32:56.885840,192.168.0.43,curl/7.68.0,/item/10093,GET,200,3968,,f9cc9da8-49d3-4af7-8e93-4cc4dec66e38,??
2025-04-03T02:15:46.371817,194.71.178.31,Mozilla/5.0 (Linux; Android 11; Pixel 5),/category/electronics,GET,200,587,https://patrick.com/posts/app/categories/faq/,39dea4fc-9789-4882-ac89-193dfb5feafa,UY
2025-04-04T04:34:11.684140,122.138.3.97,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search?q=celular,GET,200,6536,http://smith.com/index.html,3db8c2c6-a3e1-491f-b9ea-56cbdd56a152,UY
2025-04-01T03:11:47.615353,81.142.227.221,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,GET,200,5489,https://www.williams.com/login/,593b5528-599f-4aaa-ad49-207ab7047f41,US
2025-04-02T09:55:05.181108,212.73.18.250,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/cart,GET,200,3806,https://www.west-norton.com/app/category/posts/about.php,fb731cf3-99c3-4a2c-a65f-49677655d326,UY
2025-04-01T01:43:10.798609,192.168.0.105,Go-http-client/1.1,/item/10023,GET,200,5634,,2dc0e8e9-e24a-40a7-b683-4197160d61f0,??
2025-04-01T03:19:37.295022,192.168.0.72,Go-http-client/1.1,/item/10172,GET,500,6093,,d809184e-c838-4fc9-8fac-8edf45179ac1,??
2025-04-02T02:02:05.712157,47.124.144.41,Mozilla/5.0 (Linux; Android 11; Pixel 5),/home,GET,200,3116,http://www.bolton-taylor.com/main.asp,398becb6-1d9e-402d-9b50-b0e0a75fac8a,US
2025-04-04T12:13:35.661251,193.91.180.127,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/orders,GET,200,3392,https://www.lewis-jacobs.com/posts/faq/,da70625c-f6b2-4248-9fc4-9d2419b88eb0,CL
2025-04-01T00:59:52.004509,192.168.0.147,Scrapy/2.5.0 (+https://scrapy.org),/item/10163,GET,200,4854,,8c13bdf9-9d67-43c8-99bc-b295ceb91431,??
2025-04-04T05:14:54.713870,170.139.171.5,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/checkout,GET,200,1610,https://www.mathews.com/search/explore/privacy.html,0d2086cc-7626-4517-8fa5-347c47e228d2,CL
2025-04-03T04:31:13.870389,59.170.127.36,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/cart,GET,200,6975,https://campbell.com/posts/categories/tags/post.html,88f19a33-ae00-4486-b16c-67f368e188a9,AR
2025-04-05T00:57:45.583341,239.246.97.160,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,GET,200,728,http://morgan.com/,4ccd28eb-4111-4464-b601-e907e1861439,CL
2025-04-02T07:11:39.231679,87.99.92.205,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/orders,GET,200,10079,https://roberts.net/login.jsp,404f3898-91b8-4513-9e19-0eab1f5bc3d3,US
2025-04-01T10:12:09.204224,182.193.230.154,Mozilla/5.0 (Linux; Android 11; Pixel 5),/cart,GET,200,3178,https://estrada.com/tag/tags/index.htm,d9ec73eb-6614-447e-b1e2-1c01e6ee78ad,AR
2025-04-01T03:08:15.077815,192.168.0.76,Go-http-client/1.1,/item/10189,GET,200,744,,0284011d-12a9-411d-b958-8ea7e46dcff2,??
2025-04-03T15:56:37.178417,169.47.243.6,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/profile,GET,200,10483,https://www.stout.net/post/,a554c7b4-714b-426e-b47c-81113954dec6,UY
2025-04-02T16:50:11.809369,31.0.105.141,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/search?q=notebook,GET,200,12959,https://www.greene.net/category/register.html,83608b5e-d196-4a30-9a15-d58d79bea986,US
2025-04-02T16:21:31.694551,145.24.5.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/checkout,GET,200,4147,http://rogers.com/,6d8ac713-1c1a-4ea1-b59a-9f065ccb6cca,CL
2025-04-02T18:59:28.208100,228.101.15.68,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/category/electronics,GET,200,1639,http://collins.info/register.php,6239ec1a-03c7-423c-b2cd-518c7b739a09,UY
2025-04-04T16:06:05.686556,138.116.240.253,Mozilla/5.0 (Linux; Android 11; Pixel 5),/item/12345,GET,301,1584,https://adkins.com/categories/main/,09323de5-4618-437a-a8eb-d4c95259b2d0,BR
2025-04-04T21:52:40.770689,135.142.10.104,Mozilla/5.0 (Linux; Android 11; Pixel 5),/checkout,GET,200,13826,http://www.wang-davenport.com/wp-content/search/main/,0bd29e83-f81d-4ac2-b331-21e045402ff9,UY
2025-04-02T17:51:04.186933,225.25.141.184,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/cart,GET,200,7748,http://www.nelson.org/login/,4d4e1718-12d3-41cc-ab27-a8e14da545eb,BR
2025-04-01T15:57:04.353160,228.94.88.49,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/checkout,GET,200,14490,http://www.bell-simpson.org/list/index.asp,5ea81e08-6d44-4378-a661-d9e67a1d8bf9,BR
2025-04-01T03:55:43.366679,216.145.167.107,Mozilla/5.0 (Linux; Android 11; Pixel 5),/orders,GET,200,1289,https://watkins.net/main.jsp,4397028d-d0b6-4a75-bed9-d8e3460017c8,UY
2025-04-04T12:29:47.473833,81.63.157.119,Mozilla/5.0 (Linux; Android 11; Pixel 5),/search?q=celular,GET,200,4396,http://alexander-salinas.com/login/,b0a23e4e-2588-4904-901f-25492cd63efd,US
2025-04-01T02:16:48.422267,192.168.0.18,Go-http-client/1.1,/item/10047,GET,200,1546,,07163d67-978c-490d-ae97-583a69211ad9,??
2025-04-02T04:34:11.307886,243.205.141.56,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/category/electronics,GET,200,1486,https://mendoza.com/about.asp,30e9852f-6bb4-4d93-a915-665fe887f839,UY
2025-04-01T13:56:30.841878,82.191.68.210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/item/10163,POST,200,10718,https://www.williams.com/wp-content/list/tag/home.asp,3742c26d-276d-4df8-84e6-0504ac045cc3,US
2025-04-02T05:40:57.937877,34.29.26.103,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/item/67890,GET,200,11557,https://richardson.com/,cc82b30d-b1c6-45ab-8766-7d8738c61065,AR
2025-04-01T02:48:37.999337,192.168.0.119,Scrapy/2.5.0 (+https://scrapy.org),/item/10094,GET,200,4953,,c18e641e-5931-4eee-adbb-16b69a749f6b,??
2025-04-03T04:27:24.057286,61.112.111.41,Mozilla/5.0 (Linux; Android 11; Pixel 5),/orders,GET,404,807,http://morgan.biz/search/explore/index/,54735484-0399-4058-a233-40f09a384cd0,BR
2025-04-02T20:11:58.293883,210.225.219.140,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/checkout,GET,200,883,http://www.koch-foster.com/main/,05c65dcf-5b8a-4bc0-bf7b-e2f383f4342b,UY
2025-04-02T22:04:49.513179,40.227.227.205,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/cart,GET,200,6692,https://estes.net/,471f4fd5-3404-425c-bcc9-0257a739a52c,UY
2025-04-01T00:05:14.616310,192.168.0.12,curl/7.68.0,/item/10017,GET,200,14950,,93bee976-8e97-48b2-a709-e1589995fdf0,??
2025-04-01T04:27:15.654729,188.32.73.238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/search?q=celular,GET,200,2701,https://graham-wilson.info/about.html,8d6d55bf-b0a0-45fe-b72d-114fe5dd61ae,CL
2025-04-04T22:02:34.712133,26.193.161.248,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/search?q=celular,GET,200,8178,http://www.fisher-fleming.net/author.htm,d4474686-d954-4f05-ad2a-2b3544c4fb90,AR
2025-04-01T03:58:15.704634,192.168.0.148,Go-http-client/1.1,/item/10099,GET,200,17058,,ee0eaa71-f380-46e7-9abb-6ec02331254d,??
2025-04-04T03:13:28.650201,155.187.95.237,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/checkout,GET,200,1448,https://www.ford.net/,913b310d-06ed-422e-88f0-f13c42acb6bc,BR
2025-04-05T02:00:22.407356,83.223.136.160,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/home,GET,200,5217,https://www.armstrong-gaines.net/,948eeca5-8815-44a1-88b7-a667807ed58e,BR
2025-04-01T18:08:48.926312,58.191.235.147,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/category/electronics,GET,301,2547,https://frost-hill.info/faq.html,4ee6716a-13aa-4aea-a2d9-d1d06afe55bb,UY
2025-04-01T00:11:56.882652,192.168.0.32,Scrapy/2.5.0 (+https://scrapy.org),/item/10170,GET,200,5676,,1a7c5e01-1857-4fb5-9f22-d9ffa0059305,??
2025-04-03T01:24:04.145297,228.220.250.167,Mozilla/5.0 (Linux; Android 11; Pixel 5),/search?q=celular,GET,200,3938,http://hatfield.com/about/,022c063c-0518-40a6-b7f1-87d1766e588b,UY
2025-04-01T01:38:32.246074,192.168.0.187,curl/7.68.0,/item/10190,GET,200,5579,,77ecf155-c5d7-4fb3-abb7-1df52f42d6f9,??
2025-04-01T04:43:20.000449,192.168.0.226,curl/7.68.0,/item/10151,GET,200,10606,,4ec4093c-b80d-42c5-80d7-4cf5cd3dea73,??
2025-04-01T03:01:24.026768,192.168.0.2,curl/7.68.0,/item/10106,GET,200,10810,,c93d2802-997c-43b7-88de-0330212cef2e,??
2025-04-01T01:33:12.651777,192.168.0.3,Go-http-client/1.1,/item/10116,GET,200,2631,,1ba5b921-273c-45ef-aa17-3465809b276e,??
2025-04-02T16:16:33.448096,225.160.109.169,Mozilla/5.0 (Linux; Android 11; Pixel 5),/search?q=notebook,GET,200,11825,https://lewis.com/author.htm,e34b9b40-d0e9-49e0-9895-110e4587bd95,UY
2025-04-01T09:06:15.787510,189.94.8.150,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/item/10025,GET,200,4865,https://listado.mercadolibre.com/ar/,b6c233c9-5ea9-44e6-8912-a93d6a4d298c,BR
2025-04-04T02:26:24.044134,235.89.178.30,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/cart,GET,200,30724,http://hamilton-cole.com/blog/faq.htm,d71ba5bd-3b79-4731-946a-021cd77cc32c,UY
2025-04-01T16:43:32.348306,121.221.72.57,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7; rv:85.0) Gecko/20100101 Firefox/85.0,/item/10029,GET,301,10773,https://www.mercadolibre.com/,f59d6eeb-526d-489e-ae92-851b7575703c,CL
2025-04-01T06:10:22.275703,211.14.182.105,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X),/cart,GET,200,1174,https://www.rodriguez-jefferson.com/blog/search/faq.htm,ab9657fe-605b-42b2-8b4b-443907de6a16,US
2025-04-01T01:15:17.751899,192.168.0.12,Go-http-client/1.1,/item/10066,GET,200,3565,,85185929-3bdb-40d0-946d-f089a9ba9356,??
2025-04-01T09:37:01.923478,175.4.140.69,Mozilla/5.0 (Linux; Android 11; Pixel 5),/profile,GET,404,3709,http://rodriguez-williams.net/index.htm,1daf5b85-afc7-4803-a6b4-2f5803d195f1,AR
